Valuation date,Cumulative Return
2019-05-13,
2019-05-14,0.0030386168392184665
2019-05-15,0.003607732369671046
2019-05-16,0.007297481388721883
2019-05-17,0.00676037235558824
2019-05-18,0.006720364233939513
2019-05-19,0.0066413481936833385
2019-05-20,0.0036057319635884877
2019-05-21,-0.0019143886208901062
2019-05-22,0.0024224917658284273
2019-05-23,-0.002465500496600992
2019-05-24,-0.011913418423940114
2019-05-25,-0.011989433855072673
2019-05-26,-0.012065449286205343
2019-05-27,-0.009916012950629272
2019-05-28,-0.008677761585602073
2019-05-29,-0.014085859429464387
2019-05-30,-0.013620765015298186
2019-05-31,-0.019039865092613906
2019-06-01,-0.019106878696375507
2019-06-02,-0.019182894127507955
2019-06-03,-0.02897488190102593
2019-06-04,-0.027188519269411904
2019-06-05,-0.017948643574645873
2019-06-06,-0.013134666337266676
2019-06-07,-0.010161062695727474
2019-06-08,-0.010204071426499817
2019-06-09,-0.010280086857632487
2019-06-10,-0.009156858842345295
2019-06-11,-0.0003010611154068421
2019-06-12,0.0004981011145257508
2019-06-13,-0.0009391906557035812
2019-06-14,0.002839576434015445
2019-06-15,0.0027615605968005497
2019-06-16,0.0026835447595856543
2019-06-17,0.0009101847675072605
2019-06-18,0.0043868905387787205
2019-06-19,0.01403184846523775
2019-06-20,0.014709986127183106
2019-06-21,0.018368728851956284
2019-06-22,0.018280710984329263
2019-06-23,0.018202695147114145
2019-06-24,0.013273694559994942
2019-06-25,0.008150654582879557
2019-06-26,0.004154843433216149
2019-06-27,0.0038487813026037987
2019-06-28,0.007096440577436525
2019-06-29,0.006937408293882896
2019-06-30,0.006860392659709058
2019-07-01,0.014904025517179287
2019-07-02,0.021629390766324752
2019-07-03,0.027232528203224415
2019-07-04,0.03388387842731988
2019-07-05,0.03432796857762033
2019-07-06,0.03430196329854862
2019-07-07,0.03423294928870457
2019-07-08,0.03180645671071125
2019-07-09,0.03011311296193009
2019-07-10,0.029859061389460928
2019-07-11,0.030439179153366913
2019-07-12,0.02989406849590348
2019-07-13,0.029776044537039636
2019-07-14,0.029708030730236867
2019-07-15,0.033098719039963864
2019-07-16,0.03455401446493522
2019-07-17,0.034628029489985224
2019-07-18,0.029650018953846446
2019-07-19,0.030776247578257143
2019-07-20,0.030589209609549473
2019-07-21,0.030521195802746703
2019-07-22,0.028158716219391255
2019-07-23,0.031374368996905044
2019-07-24,0.04051622479363193
2019-07-25,0.04409395107206637
2019-07-26,0.0434718247804291
2019-07-27,0.043410812394914844
2019-07-28,0.043341798385070796
2019-07-29,0.0441329589906736
2019-07-30,0.04318776711672312
2019-07-31,0.0355572181152759
2019-08-01,0.03383986949350559
2019-08-02,0.028447774898302747
2019-08-03,0.028379761091499978
2019-08-04,0.02831174728469721
2019-08-05,0.007696562402166096
2019-08-06,-0.014015845216580503
2019-08-07,-0.012686575374802667
2019-08-08,-0.005696156319734413
2019-08-09,0.004934001602323601
2019-08-10,0.004823979267789769
2019-08-11,0.00475496525794572
2019-08-12,-0.0027225526781953224
2019-08-13,-0.0044779090155318
2019-08-14,-0.0033436787667912027
2019-08-15,-0.003956803231057293
2019-08-16,-0.014938032420582892
2019-08-17,-0.014908026329346513
2019-08-18,-0.014975039933108003
2019-08-19,0.00035307167354803326
2019-08-20,0.006468313067551135
2019-08-21,0.00294859856550711
2019-08-22,0.008219668592722718
2019-08-23,0.0018943845600640774
2019-08-24,0.0018823821235693927
2019-08-25,0.0018153685198076808
2019-08-26,-0.008159656410253069
2019-08-27,-0.00566314961937453
2019-08-28,-0.0027415565359786287
2019-08-29,0.0023984868928372816
2019-08-30,0.011489332334462032
2019-08-31,0.011450324415854585
2019-09-01,0.011383310812093095
2019-09-02,0.013261692123499369
2019-09-03,0.01760857454063003
2019-09-04,0.015986245207775474
2019-09-05,0.023982868522308243
2019-09-06,0.030789250217792663
2019-09-07,0.0308512628063482
2019-09-08,0.03078324899954543
2019-09-09,0.032527603103428504
2019-09-10,0.030350161082698168
2019-09-11,0.033515803708151326
2019-09-12,0.03995211027838508
2019-09-13,0.04357084488150953
2019-09-14,0.04350183087166548
2019-09-15,0.043431816658780376
2019-09-16,0.040465214438529795
2019-09-17,0.038314777899912444
2019-09-18,0.03902492205917696
2019-09-19,0.040362193525284695
2019-09-20,0.042705669250856726
2019-09-21,0.042825693615802685
2019-09-22,0.042756679605958636
2019-09-23,0.042053536867982855
2019-09-24,0.04029818053064638
2019-09-25,0.036763462982984274
2019-09-26,0.036574424608194045
2019-09-27,0.04101532611119918
2019-09-28,0.04095931474089087
2019-09-29,0.04088930052800577
2019-09-30,0.040495220529766174
2019-10-01,0.04267166234745523
2019-10-02,0.02706249368621716
2019-10-03,0.010774187159992454
2019-10-04,0.015129071201452904
2019-10-05,0.015061057394650135
2019-10-06,0.014993043587847366
2019-10-07,0.02451397633719532
2019-10-08,0.021402344675968132
2019-10-09,0.013174674458913849
2019-10-10,0.01939393696920333
2019-10-11,0.02537315074960067
2019-10-12,0.0253051369427979
2019-10-13,0.025237123135995132
2019-10-14,0.035719251007953146
2019-10-15,0.03582827313944592
2019-10-16,0.043039737066622896
2019-10-17,0.041040331187229384
2019-10-18,0.03767064714136814
2019-10-19,0.03764864267446133
2019-10-20,0.037578628461576224
2019-10-21,0.036140336488305724
2019-10-22,0.04030118113976977
2019-10-23,0.04064825159507235
2019-10-24,0.04254263615513798
2019-10-25,0.046759492176910555
2019-10-26,0.046730486288715234
2019-10-27,0.04666047207583013
2019-10-28,0.04988912749287988
2019-10-29,0.05359387955754902
2019-10-30,0.05263268443493918
